Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Owner_Type,Kilometers_Driven,Engine_CC,Mileage_Kmpl,Seats,Location,Insurance_Valid,Price_INR
2710,Kia,Carens,2010,Petrol,Automatic,First,227751,1197,26.7,7,Ahmedabad,No,318793
2711,Honda,Jazz,2016,Electric,Manual,First,14547,1498,18.6,5,Jaipur,No,862866
2712,Honda,Jazz,2015,Petrol,Automatic,First,184568,1997,19.1,5,Mumbai,No,659147
2713,Maruti,Baleno,2020,Petrol,Manual,First,143328,1498,22.7,7,Delhi,No,944943
2714,Toyota,Innova,2017,Petrol,Automatic,First,27961,1497,27.8,4,Bengaluru,No,952055
2715,Kia,Carens,2016,Petrol,Automatic,First,186361,796,24.5,4,Chandigarh,Yes,665532
2716,Hyundai,i20,2022,Petrol,Manual,Second,133729,796,12.6,4,Bengaluru,Yes,993652
2717,Honda,Jazz,2024,CNG,Automatic,First,205965,1997,17.8,7,Delhi,No,1037269
2718,Renault,Kwid,2015,Petrol,Automatic,First,34639,1497,15.4,7,Chandigarh,Yes,824891
2719,Maruti,Dzire,2025,Diesel,Automatic,First,15524,1997,13.2,7,Bengaluru,Yes,1304515
2720,Kia,Carens,2024,Petrol,Manual,Second,33896,1497,28.0,4,Bengaluru,Yes,1223260
2721,Mahindra,XUV300,2014,Petrol,Manual,Second,52085,1997,18.8,5,Jaipur,Yes,783153
2722,Mahindra,XUV700,2022,Petrol,Automatic,Third,94064,796,18.7,4,Ludhiana,No,988066
2723,Toyota,Fortuner,2014,Petrol,Manual,Second,181803,1248,18.5,5,Delhi,Yes,610791
2724,Toyota,Innova,2010,Petrol,Automatic,Second,226631,1997,20.8,4,Jaipur,Yes,431360
2725,Renault,Kwid,2012,Electric,Manual,First,28936,1997,19.3,7,Hyderabad,Yes,722161
2726,Mahindra,Scorpio,2016,Diesel,Manual,Second,245921,1248,12.3,5,Ludhiana,No,697087
2727,Toyota,Innova,2023,Petrol,Manual,Second,157484,1497,15.0,4,Lucknow,Yes,964065
2728,Tata,Altroz,2015,Petrol,Automatic,First,143496,1498,22.0,7,Pune,Yes,762913
2729,Maruti,Baleno,2011,Petrol,Manual,First,84896,796,24.5,4,Delhi,Yes,468546
2730,Honda,WR-V,2021,Diesel,Manual,Third,58236,1248,12.1,5,Pune,No,1005602
2731,Renault,Triber,2011,Petrol,Automatic,First,207131,1497,15.7,5,Delhi,Yes,381219
2732,Renault,Kwid,2018,Petrol,Manual,Second,94393,1197,20.8,7,Chandigarh,Yes,934885
2733,Renault,Kwid,2024,Diesel,Automatic,First,33427,2184,18.1,5,Pune,Yes,1324924
2734,Hyundai,Venue,2017,Electric,Manual,First,188879,998,27.7,7,Pune,No,742681
2735,Hyundai,Venue,2016,Petrol,Manual,First,60543,1997,16.6,5,Delhi,No,1006434
2736,Honda,City,2022,Petrol,Automatic,Second,233095,1498,25.2,7,Pune,Yes,916674
2737,Renault,Kwid,2025,CNG,Automatic,Second,6758,1497,18.3,4,Ahmedabad,No,1338040
2738,Tata,Punch,2024,Petrol,Manual,First,204252,1197,27.7,7,Jaipur,Yes,940330
2739,Kia,Carens,2010,Diesel,Manual,Third,237299,1248,19.0,4,Hyderabad,Yes,399552
2740,Honda,City,2012,Diesel,Manual,First,56460,1197,20.0,5,Bengaluru,Yes,636255
2741,Renault,Kiger,2025,CNG,Manual,First,180905,2184,14.1,5,Lucknow,Yes,1126354
2742,Hyundai,Grand i10,2020,Petrol,Automatic,First,12384,2184,19.2,7,Pune,No,1179545
2743,Hyundai,Grand i10,2015,Petrol,Automatic,Second,241343,998,27.5,5,Jaipur,Yes,626338
2744,Renault,Kiger,2015,Petrol,Manual,First,32745,1997,19.5,5,Lucknow,No,972846
2745,Renault,Kwid,2021,Petrol,Manual,Second,133467,2184,16.2,5,Ludhiana,No,1095179
2746,Mahindra,Scorpio,2020,Diesel,Automatic,First,66655,1498,18.2,7,Hyderabad,No,1126834
2747,Hyundai,Creta,2021,Petrol,Manual,Second,165336,1248,13.0,5,Ludhiana,No,994236
2748,Hyundai,Creta,2022,Diesel,Manual,First,154054,1997,27.4,7,Chandigarh,Yes,1071653
2749,Mahindra,XUV300,2016,Diesel,Manual,Second,130407,1248,12.6,7,Jaipur,Yes,778432
2750,Renault,Kiger,2017,Petrol,Automatic,First,185760,1197,12.9,7,Ludhiana,No,682202
2751,Renault,Triber,2013,Petrol,Manual,First,229000,1248,16.6,5,Mumbai,No,450451
2752,Tata,Punch,2014,Diesel,Manual,First,125609,1997,17.4,4,Chandigarh,No,828650
2753,Renault,Kiger,2011,Petrol,Automatic,First,134747,2184,24.5,7,Mumbai,No,604198
2754,Mahindra,XUV300,2014,Diesel,Manual,First,88693,1248,17.6,7,Mumbai,Yes,784190
2755,Toyota,Urban Cruiser,2021,Petrol,Manual,Second,125436,1197,12.8,5,Lucknow,Yes,1060286
2756,Mahindra,Bolero,2021,Petrol,Automatic,Third,53877,1497,15.2,7,Mumbai,No,1130454
2757,Kia,Sonet,2010,Diesel,Automatic,First,109788,1497,15.6,7,Ludhiana,No,455721
2758,Maruti,Swift,2010,Petrol,Automatic,Second,160452,2184,16.2,4,Pune,No,602769
2759,Tata,Nexon,2010,Petrol,Manual,First,234976,1997,21.8,7,Mumbai,Yes,378463
2760,Mahindra,Scorpio,2024,Electric,Automatic,First,85395,998,13.6,5,Ahmedabad,Yes,1076740
2761,Honda,WR-V,2021,Petrol,Manual,Second,224444,1997,16.6,7,Bengaluru,No,894426
2762,Honda,Jazz,2020,Petrol,Manual,First,51627,998,25.3,5,Ludhiana,No,1051118
2763,Tata,Punch,2017,Diesel,Manual,First,230469,998,24.0,4,Ludhiana,Yes,610599
2764,Kia,Sonet,2011,CNG,Automatic,Second,72944,2184,23.0,7,Delhi,No,612843
2765,Mahindra,Thar,2012,Petrol,Automatic,First,54777,1498,14.1,5,Mumbai,Yes,584146
2766,Tata,Punch,2019,Diesel,Automatic,First,22661,1997,20.2,7,Pune,No,1063792
2767,Hyundai,Grand i10,2020,Petrol,Manual,First,56657,1997,18.3,7,Delhi,Yes,1137412
2768,Toyota,Innova,2020,CNG,Automatic,First,120145,998,22.7,7,Ahmedabad,Yes,953912
2769,Maruti,WagonR,2015,Diesel,Automatic,First,49612,998,25.0,4,Mumbai,No,707176
2770,Honda,City,2019,Petrol,Manual,Second,61727,1498,23.1,5,Hyderabad,Yes,1042858
2771,Hyundai,Verna,2015,Petrol,Manual,First,36642,1197,25.1,4,Mumbai,No,783828
2772,Maruti,Baleno,2011,Diesel,Automatic,Second,119252,1997,18.5,7,Ludhiana,Yes,702686
2773,Tata,Harrier,2015,CNG,Manual,First,106078,2184,26.2,5,Hyderabad,Yes,848927
2774,Honda,Jazz,2013,Electric,Automatic,First,44199,998,21.0,4,Mumbai,Yes,631708
2775,Maruti,Brezza,2020,CNG,Manual,First,110550,1197,26.2,4,Ludhiana,Yes,983362
2776,Honda,City,2014,Petrol,Automatic,First,108039,2184,25.3,7,Chandigarh,Yes,695061
2777,Tata,Altroz,2017,CNG,Automatic,First,145744,1997,19.1,4,Ahmedabad,No,860637
2778,Maruti,WagonR,2014,Diesel,Manual,First,171325,2184,22.2,5,Jaipur,No,695758
2779,Maruti,Brezza,2025,Petrol,Manual,First,122655,1498,14.9,5,Delhi,Yes,1150777
2780,Mahindra,XUV300,2021,CNG,Manual,First,218483,2184,27.5,4,Ludhiana,No,910962
2781,Toyota,Fortuner,2015,Petrol,Automatic,Second,119522,1248,21.5,5,Jaipur,Yes,763620
2782,Toyota,Glanza,2017,Diesel,Manual,Second,49370,1248,26.5,7,Chandigarh,Yes,905950
2783,Kia,Carens,2010,Petrol,Manual,First,175580,1248,17.6,5,Chandigarh,Yes,455657
2784,Toyota,Glanza,2012,Diesel,Automatic,First,160496,1197,22.8,7,Chandigarh,No,486434
2785,Honda,WR-V,2011,Petrol,Automatic,Third,176820,796,19.9,5,Delhi,No,456799
2786,Honda,WR-V,2016,Diesel,Automatic,First,114090,1997,14.0,4,Chandigarh,Yes,838021
2787,Toyota,Innova,2018,Diesel,Automatic,First,49909,1197,26.4,7,Pune,No,850178
2788,Mahindra,XUV700,2011,Diesel,Manual,First,30235,1997,15.3,7,Pune,Yes,824352
2789,Hyundai,i20,2023,Petrol,Automatic,First,65396,1997,15.7,5,Hyderabad,Yes,1214028
2790,Maruti,WagonR,2012,Petrol,Automatic,Second,242400,1197,14.3,5,Bengaluru,No,506801
2791,Renault,Triber,2024,CNG,Manual,Third,57093,1197,15.5,7,Mumbai,Yes,1220382
2792,Hyundai,Venue,2012,CNG,Manual,First,230632,1497,22.8,7,Pune,Yes,404339
2793,Hyundai,Creta,2024,Diesel,Automatic,First,229560,2184,26.3,4,Mumbai,Yes,1076775
2794,Mahindra,XUV700,2013,CNG,Automatic,First,68107,796,25.1,7,Pune,No,705300
2795,Maruti,Swift,2017,Diesel,Manual,First,9905,1248,23.3,5,Lucknow,No,1020375
2796,Hyundai,i20,2011,Petrol,Manual,First,190184,1497,12.4,4,Ahmedabad,Yes,411733
2797,Honda,WR-V,2012,Petrol,Automatic,First,173173,1248,14.9,4,Ludhiana,No,414768
2798,Mahindra,XUV700,2010,Petrol,Automatic,First,72059,1248,23.6,5,Ludhiana,Yes,470676
2799,Maruti,Dzire,2021,Petrol,Manual,Second,82130,1997,12.0,4,Ludhiana,Yes,1068323
2800,Hyundai,Creta,2020,Petrol,Automatic,First,39906,796,23.5,4,Bengaluru,Yes,1034078
2801,Toyota,Urban Cruiser,2024,Petrol,Manual,First,213381,998,23.4,7,Lucknow,No,1061217
2802,Renault,Kiger,2023,Petrol,Automatic,Second,231693,998,15.5,5,Ahmedabad,Yes,840490
2803,Mahindra,Thar,2012,Petrol,Manual,First,173617,1197,12.7,7,Ahmedabad,Yes,415479
2804,Honda,Jazz,2013,Diesel,Automatic,First,136410,1997,26.9,4,Ahmedabad,Yes,664492
2805,Hyundai,Grand i10,2010,Petrol,Automatic,Second,195818,796,16.0,7,Mumbai,No,367536
2806,Toyota,Fortuner,2016,CNG,Manual,Second,146382,1498,15.8,5,Bengaluru,Yes,748917
2807,Honda,Jazz,2016,Diesel,Manual,First,181756,1498,16.0,5,Chandigarh,No,721877
2808,Renault,Kwid,2014,Electric,Automatic,Third,24583,1498,15.2,7,Ludhiana,Yes,724722
2809,Toyota,Fortuner,2021,Diesel,Manual,First,74987,1497,27.0,4,Ahmedabad,No,1084201
2810,Renault,Triber,2015,Diesel,Manual,Third,214468,998,24.2,4,Delhi,No,504055
2811,Maruti,WagonR,2010,Diesel,Automatic,First,22839,998,24.5,5,Jaipur,Yes,652729
2812,Renault,Kiger,2025,Petrol,Manual,Second,78266,998,27.1,4,Ludhiana,No,1188018
2813,Renault,Kwid,2023,Petrol,Automatic,First,118614,1197,24.3,5,Ahmedabad,Yes,1148677
2814,Honda,WR-V,2025,Petrol,Manual,Third,136617,2184,19.5,4,Chandigarh,Yes,1194303
2815,Toyota,Urban Cruiser,2011,Diesel,Automatic,First,202844,796,19.4,4,Ludhiana,No,449966
2816,Kia,Carens,2025,Diesel,Automatic,First,217565,796,24.1,7,Delhi,No,949100
2817,Hyundai,Venue,2024,Diesel,Manual,First,225589,1197,16.5,4,Ludhiana,Yes,910532
2818,Mahindra,XUV300,2012,Petrol,Automatic,First,69870,998,25.0,5,Jaipur,No,531317
2819,Hyundai,Creta,2024,Petrol,Manual,Second,129421,796,12.3,5,Chandigarh,No,1021205
2820,Mahindra,XUV700,2021,CNG,Automatic,First,217996,1498,15.4,4,Pune,Yes,963401
2821,Tata,Punch,2013,Petrol,Automatic,First,171982,998,13.8,4,Bengaluru,Yes,527780
2822,Maruti,Dzire,2013,Petrol,Automatic,First,58451,796,24.5,5,Bengaluru,Yes,560140
2823,Honda,Jazz,2015,Diesel,Automatic,Second,119750,1248,24.0,5,Chandigarh,No,786637
2824,Tata,Altroz,2023,Petrol,Automatic,First,184678,1498,22.7,7,Hyderabad,No,993960
2825,Tata,Harrier,2012,Petrol,Automatic,First,119973,1498,20.6,4,Jaipur,Yes,694492
2826,Toyota,Innova,2013,Petrol,Automatic,Third,52965,1248,14.1,5,Lucknow,No,756695
2827,Mahindra,Scorpio,2011,Diesel,Automatic,Second,49930,796,17.4,5,Pune,Yes,590909
2828,Hyundai,Grand i10,2024,Diesel,Automatic,First,212076,1497,26.6,5,Bengaluru,No,1119630
2829,Renault,Kiger,2025,Petrol,Automatic,Second,76689,1997,16.2,7,Chandigarh,Yes,1282860
2830,Kia,Sonet,2011,Petrol,Manual,First,144479,1197,18.2,7,Jaipur,Yes,589701
2831,Renault,Kiger,2021,Diesel,Automatic,First,64734,1498,26.5,5,Jaipur,Yes,1129859
2832,Hyundai,Creta,2013,Petrol,Automatic,First,46198,1498,16.1,5,Chandigarh,No,650731
2833,Hyundai,Venue,2011,Diesel,Manual,First,170736,1497,19.5,5,Hyderabad,Yes,503863
2834,Tata,Altroz,2013,Diesel,Automatic,First,184735,1997,24.4,4,Bengaluru,No,548350
2835,Mahindra,Thar,2019,Petrol,Automatic,Second,45515,2184,20.9,5,Bengaluru,Yes,1104497
2836,Hyundai,Venue,2018,Diesel,Automatic,First,214305,1497,21.7,7,Pune,No,782121
2837,Hyundai,Creta,2024,Diesel,Manual,First,234135,1497,22.9,7,Bengaluru,No,1099872
2838,Hyundai,Grand i10,2017,Petrol,Manual,Second,78363,796,14.6,7,Chandigarh,No,870982
2839,Tata,Harrier,2022,Petrol,Automatic,Second,75942,796,24.3,5,Delhi,No,1115334
2840,Kia,Sonet,2021,Petrol,Manual,First,65661,998,27.3,4,Pune,Yes,951580
2841,Tata,Tiago,2015,Petrol,Automatic,First,93738,1498,14.7,7,Bengaluru,No,782374
2842,Renault,Kiger,2018,Petrol,Manual,First,74466,1248,26.6,4,Ahmedabad,Yes,992134
2843,Tata,Harrier,2016,Diesel,Manual,First,95364,998,12.7,4,Jaipur,Yes,783699
2844,Renault,Kwid,2012,Petrol,Automatic,Third,187690,1997,27.3,7,Jaipur,No,541186
2845,Renault,Kwid,2021,CNG,Automatic,First,11906,1498,14.9,7,Hyderabad,Yes,1057640
2846,Renault,Kwid,2010,Diesel,Automatic,First,168236,1248,25.5,5,Ahmedabad,Yes,355519
2847,Tata,Tiago,2025,Electric,Automatic,Second,199530,1497,20.3,4,Bengaluru,No,1170798
2848,Toyota,Innova,2014,Petrol,Manual,First,20412,2184,14.4,4,Lucknow,No,819969
2849,Tata,Nexon,2018,Petrol,Manual,First,173605,1498,21.1,4,Bengaluru,Yes,766406
2850,Hyundai,Verna,2024,CNG,Manual,First,121779,796,15.2,4,Delhi,Yes,1073142
2851,Maruti,Brezza,2019,CNG,Automatic,First,49380,1497,13.9,4,Delhi,Yes,1021697
2852,Kia,Sonet,2021,Petrol,Automatic,First,183984,1498,27.2,4,Hyderabad,No,984722
2853,Hyundai,Verna,2020,Petrol,Automatic,First,70039,1997,18.6,5,Jaipur,Yes,1102329
2854,Tata,Tiago,2023,Electric,Manual,First,37726,1497,24.3,4,Delhi,No,1158603
2855,Honda,Jazz,2011,Diesel,Automatic,Second,43335,998,19.8,5,Ludhiana,Yes,570324
2856,Mahindra,Thar,2019,Petrol,Automatic,First,13785,2184,20.9,7,Lucknow,No,1178292
2857,Toyota,Fortuner,2024,Petrol,Manual,Third,27555,796,18.3,5,Ahmedabad,Yes,1184859
2858,Honda,City,2024,Diesel,Automatic,First,239033,1498,15.5,5,Delhi,Yes,944891
2859,Honda,Amaze,2013,Petrol,Automatic,First,180635,1197,26.8,5,Chandigarh,No,585161
2860,Maruti,WagonR,2024,Petrol,Manual,First,159450,1248,18.2,4,Lucknow,No,1066270
2861,Kia,Carens,2015,Electric,Manual,Second,223544,1248,22.7,7,Bengaluru,No,541122
2862,Toyota,Urban Cruiser,2013,Petrol,Automatic,Second,53389,998,14.5,4,Delhi,Yes,715545
2863,Toyota,Urban Cruiser,2021,Diesel,Manual,First,42188,1497,14.9,5,Jaipur,Yes,1005824
2864,Maruti,WagonR,2025,Diesel,Manual,First,163793,796,23.2,4,Delhi,Yes,1024397
2865,Hyundai,Creta,2022,Petrol,Manual,First,140156,1498,18.9,7,Ludhiana,No,1120349
2866,Renault,Kwid,2025,Diesel,Automatic,First,135736,1497,27.0,4,Ludhiana,Yes,1136642
2867,Renault,Kwid,2011,Diesel,Manual,Second,178139,2184,27.9,5,Chandigarh,No,620066
2868,Renault,Kwid,2022,Petrol,Automatic,First,234372,998,26.5,5,Ahmedabad,No,760141
2869,Toyota,Fortuner,2021,Diesel,Automatic,First,142238,1197,16.6,7,Ahmedabad,No,865535
2870,Honda,Amaze,2025,Petrol,Manual,First,70717,998,23.6,7,Lucknow,No,1135281
2871,Kia,Seltos,2018,Diesel,Manual,First,47213,1197,15.3,4,Hyderabad,Yes,859141
2872,Toyota,Innova,2010,Petrol,Manual,First,41336,796,16.6,5,Lucknow,No,517956
2873,Kia,Sonet,2025,Petrol,Automatic,First,126807,1997,18.2,5,Pune,No,1286140
2874,Mahindra,Thar,2012,CNG,Automatic,First,198616,1497,17.9,7,Jaipur,No,586244
2875,Renault,Kiger,2021,Diesel,Automatic,First,230791,1497,19.7,5,Delhi,No,810647
2876,Maruti,Brezza,2020,Diesel,Manual,First,86487,1498,26.1,4,Mumbai,No,1001331
2877,Maruti,WagonR,2025,Petrol,Automatic,Third,127688,1498,16.8,5,Bengaluru,Yes,1082830
2878,Kia,Seltos,2021,Diesel,Automatic,Second,49608,2184,24.5,4,Lucknow,No,1257268
2879,Honda,City,2011,Petrol,Automatic,First,113759,1997,15.2,4,Chandigarh,Yes,551124
2880,Honda,Amaze,2011,Petrol,Manual,Third,220157,1248,15.9,4,Mumbai,Yes,339941
2881,Honda,City,2022,Petrol,Automatic,First,135587,1498,17.9,7,Ludhiana,No,977288
2882,Kia,Seltos,2020,Petrol,Manual,First,124920,1497,17.5,7,Lucknow,Yes,942935
2883,Hyundai,Venue,2016,Diesel,Automatic,Second,28328,1248,17.3,5,Jaipur,No,830631
2884,Mahindra,Thar,2021,Diesel,Automatic,First,22902,2184,22.5,4,Pune,No,1121632
2885,Hyundai,Grand i10,2013,Diesel,Automatic,First,230630,1997,26.9,5,Ahmedabad,No,662349
2886,Tata,Tiago,2016,Petrol,Automatic,First,142680,1498,25.4,5,Hyderabad,No,708676
2887,Kia,Sonet,2011,Petrol,Manual,First,248937,2184,25.0,7,Delhi,No,577176
2888,Tata,Nexon,2016,Petrol,Automatic,First,244889,1197,14.0,5,Mumbai,Yes,665949
2889,Honda,Jazz,2022,Petrol,Automatic,Second,194563,1497,18.7,4,Bengaluru,Yes,890766
2890,Kia,Sonet,2023,Petrol,Manual,First,182763,1498,12.6,4,Ludhiana,Yes,1117279
2891,Tata,Harrier,2014,Petrol,Manual,Third,8799,1248,12.9,5,Pune,No,855255
2892,Honda,City,2018,CNG,Manual,First,79208,1497,15.0,5,Delhi,No,897995
2893,Toyota,Innova,2016,Diesel,Manual,Second,140132,796,25.7,7,Hyderabad,No,583768
2894,Tata,Altroz,2018,Petrol,Manual,First,242842,796,19.5,4,Lucknow,Yes,605872
2895,Toyota,Glanza,2014,Diesel,Automatic,First,173576,1248,19.8,5,Pune,No,617030
2896,Kia,Seltos,2024,Petrol,Automatic,First,64045,1498,17.1,7,Mumbai,No,1235629
2897,Hyundai,Creta,2022,Petrol,Manual,First,184133,1248,21.3,7,Bengaluru,No,895784
2898,Renault,Triber,2011,Diesel,Manual,First,249773,998,15.3,5,Chandigarh,Yes,394295
2899,Maruti,Dzire,2015,Petrol,Automatic,First,238737,1497,25.0,5,Chandigarh,Yes,682928
2900,Hyundai,Creta,2011,Petrol,Manual,First,33742,1197,27.8,5,Hyderabad,Yes,676878
2901,Toyota,Fortuner,2024,Diesel,Manual,Second,215250,1197,13.3,7,Mumbai,No,1071852
2902,Tata,Punch,2011,Diesel,Automatic,Second,194174,1498,21.6,4,Delhi,No,437661
2903,Mahindra,Bolero,2018,CNG,Automatic,First,70792,1248,25.2,7,Hyderabad,No,959012
2904,Hyundai,Verna,2014,Petrol,Manual,First,126474,1197,14.6,5,Jaipur,Yes,635531
2905,Tata,Harrier,2011,Diesel,Automatic,Second,88783,2184,13.7,7,Chandigarh,Yes,722204
2906,Toyota,Glanza,2011,Petrol,Manual,Second,179483,1997,15.4,4,Pune,No,618444
2907,Renault,Kiger,2020,Petrol,Automatic,First,36613,2184,14.7,7,Ludhiana,No,1219644
2908,Maruti,Baleno,2019,Petrol,Automatic,First,62729,1197,23.4,5,Pune,No,991871
2909,Honda,City,2020,Petrol,Automatic,Second,92266,998,19.4,5,Chandigarh,No,1037298
2910,Hyundai,Grand i10,2021,Petrol,Automatic,First,181847,1997,17.7,7,Pune,No,982198
2911,Kia,Seltos,2011,Diesel,Manual,Second,122362,1498,14.5,7,Jaipur,No,593148
2912,Honda,Amaze,2012,Petrol,Manual,First,237600,1197,17.2,7,Ludhiana,No,421090
2913,Renault,Triber,2021,Diesel,Manual,First,39199,1248,19.8,5,Delhi,No,996093
2914,Honda,Amaze,2023,Petrol,Manual,First,226840,2184,12.7,4,Chandigarh,No,995571
2915,Tata,Tiago,2014,Petrol,Manual,First,203497,1197,17.0,7,Chandigarh,Yes,503010
2916,Toyota,Innova,2012,Diesel,Automatic,First,240344,1197,20.9,4,Ahmedabad,No,502664
2917,Toyota,Glanza,2011,CNG,Automatic,First,60684,1497,24.0,5,Ahmedabad,Yes,545004
2918,Renault,Triber,2014,Petrol,Automatic,First,107795,1997,21.7,7,Lucknow,Yes,783382
2919,Maruti,Brezza,2019,Petrol,Automatic,First,235371,1498,26.5,4,Lucknow,No,770234
2920,Tata,Altroz,2023,Petrol,Automatic,Second,103829,1997,21.0,4,Chandigarh,Yes,1165869
2921,Renault,Triber,2015,Petrol,Automatic,Second,236202,1997,26.7,7,Hyderabad,Yes,685342
2922,Maruti,WagonR,2024,Petrol,Manual,First,70904,1997,18.7,4,Delhi,No,1190803
2923,Honda,WR-V,2012,Petrol,Automatic,Second,108771,1197,20.0,7,Jaipur,No,644614
2924,Tata,Altroz,2018,Diesel,Automatic,Second,202633,1248,22.9,7,Hyderabad,No,668458
2925,Kia,Carens,2020,Petrol,Manual,First,83563,1497,12.8,7,Lucknow,Yes,1091659
2926,Mahindra,XUV300,2017,Petrol,Manual,First,199301,1248,16.3,5,Hyderabad,Yes,641045
2927,Mahindra,Bolero,2025,Diesel,Manual,First,164887,796,13.5,7,Bengaluru,Yes,959943
2928,Hyundai,Venue,2016,Petrol,Automatic,First,6547,1197,15.8,4,Pune,Yes,842471
2929,Hyundai,Creta,2017,Diesel,Automatic,First,184760,1248,22.9,5,Delhi,Yes,643901
2930,Tata,Harrier,2011,Petrol,Manual,First,244898,1997,19.7,4,Mumbai,Yes,533927
2931,Toyota,Innova,2017,Petrol,Automatic,First,88938,1997,26.5,7,Delhi,Yes,1011193
2932,Maruti,Swift,2012,Electric,Automatic,Second,225959,1248,25.1,4,Ludhiana,No,487440
2933,Mahindra,Scorpio,2016,Diesel,Automatic,First,244375,998,17.0,7,Ahmedabad,No,590637
2934,Hyundai,i20,2024,Electric,Manual,Second,185866,2184,12.2,5,Bengaluru,Yes,1057737
2935,Honda,City,2011,Diesel,Manual,Second,147951,1248,16.5,7,Hyderabad,Yes,444068
2936,Mahindra,XUV700,2013,Petrol,Manual,First,230737,1248,14.8,7,Mumbai,Yes,424269
2937,Toyota,Glanza,2024,Petrol,Automatic,First,232788,796,26.1,4,Chandigarh,Yes,852054
2938,Kia,Sonet,2021,Diesel,Manual,First,242333,1248,14.7,5,Ahmedabad,Yes,760571
2939,Hyundai,Venue,2024,Petrol,Manual,Second,246960,2184,24.7,7,Lucknow,No,1168890
2940,Tata,Tiago,2010,Petrol,Manual,First,137959,1997,26.0,4,Jaipur,No,515394
2941,Maruti,Baleno,2015,Petrol,Automatic,First,184770,1498,15.3,4,Ludhiana,Yes,657673
2942,Mahindra,XUV300,2018,Diesel,Manual,First,12200,2184,17.2,5,Delhi,No,1118984
2943,Toyota,Glanza,2019,Petrol,Automatic,First,65996,2184,20.1,5,Ahmedabad,No,980863
2944,Maruti,Brezza,2017,Electric,Automatic,First,177983,1497,25.3,5,Lucknow,Yes,745452
2945,Toyota,Innova,2012,Petrol,Manual,First,124160,2184,15.9,7,Bengaluru,Yes,731122
2946,Maruti,Swift,2017,Petrol,Automatic,First,201976,1197,13.0,4,Ludhiana,Yes,708250
2947,Mahindra,Bolero,2010,Petrol,Manual,First,51863,1497,12.7,5,Mumbai,Yes,674196
2948,Renault,Triber,2018,CNG,Automatic,Second,193485,998,19.4,7,Jaipur,No,769337
2949,Toyota,Urban Cruiser,2023,CNG,Automatic,Third,170348,998,14.6,5,Delhi,No,1073876
2950,Maruti,WagonR,2019,Petrol,Manual,Second,147189,998,21.2,4,Mumbai,No,816021
2951,Kia,Sonet,2022,Petrol,Automatic,Second,158215,1498,14.1,7,Jaipur,Yes,935181
2952,Renault,Kwid,2014,Diesel,Automatic,First,91797,998,26.9,5,Ahmedabad,Yes,603402
2953,Tata,Punch,2010,Petrol,Automatic,Third,85041,2184,20.1,4,Ahmedabad,No,712289
2954,Tata,Altroz,2016,Diesel,Manual,First,97618,1197,20.5,7,Hyderabad,No,738290
2955,Toyota,Urban Cruiser,2015,Electric,Manual,First,234744,1248,15.4,7,Pune,No,652494
2956,Maruti,Baleno,2018,Petrol,Manual,First,110089,1997,15.1,7,Lucknow,No,948228
2957,Honda,Jazz,2018,Petrol,Automatic,First,151076,1248,17.1,5,Pune,Yes,894619
2958,Mahindra,Thar,2012,Diesel,Automatic,First,111236,1197,24.6,4,Ahmedabad,Yes,567578
2959,Mahindra,XUV700,2019,CNG,Automatic,First,19816,998,18.6,4,Chandigarh,No,896472
2960,Hyundai,Verna,2014,Petrol,Automatic,First,71958,1498,14.8,5,Chandigarh,No,698322
2961,Kia,Seltos,2016,Petrol,Automatic,First,77335,1497,17.8,7,Mumbai,No,790154
2962,Honda,Jazz,2014,Petrol,Manual,First,74504,1497,16.7,7,Pune,No,818412
2963,Honda,Amaze,2012,Diesel,Automatic,First,168960,1497,18.1,7,Mumbai,No,466442
2964,Tata,Tiago,2013,Petrol,Automatic,First,133743,1197,26.4,7,Jaipur,No,544818
2965,Renault,Kwid,2018,Petrol,Manual,First,175869,2184,18.0,7,Hyderabad,Yes,885443
2966,Mahindra,XUV300,2011,Petrol,Manual,First,175633,998,24.8,4,Ludhiana,No,483116
2967,Tata,Punch,2011,Petrol,Automatic,Second,151199,1197,16.2,7,Chandigarh,Yes,393941
2968,Hyundai,Creta,2018,Petrol,Automatic,Second,67550,2184,20.6,7,Jaipur,Yes,1001901
2969,Mahindra,XUV300,2012,CNG,Automatic,First,115288,1997,13.8,4,Jaipur,No,634823
2970,Renault,Kiger,2013,CNG,Manual,Second,213614,998,20.3,5,Hyderabad,Yes,479547
2971,Toyota,Innova,2023,Petrol,Automatic,First,96749,796,13.6,4,Pune,Yes,980804
2972,Mahindra,XUV300,2023,Petrol,Automatic,Second,54085,2184,14.6,7,Lucknow,No,1296248
2973,Mahindra,XUV700,2013,CNG,Manual,First,237931,998,16.2,7,Hyderabad,No,386206
2974,Toyota,Innova,2024,Diesel,Automatic,First,218493,2184,20.1,5,Bengaluru,Yes,1026050
2975,Hyundai,Verna,2012,Petrol,Automatic,First,107827,796,22.3,4,Ahmedabad,Yes,500795
2976,Kia,Seltos,2021,Diesel,Manual,First,247904,1498,23.8,7,Hyderabad,No,877063
2977,Toyota,Urban Cruiser,2023,Petrol,Automatic,Second,164594,1197,21.5,4,Pune,No,1041913
2978,Renault,Triber,2025,Diesel,Manual,First,118914,796,19.5,7,Mumbai,Yes,1104546
